Gene,SHAP_Importance
CXCR4,0.00133535998460502
SAT1,0.0013339484907555744
ICAM1,0.0013326715934181266
PLS3,0.0013280037228469155
SYNM,0.0013261358228191967
NQO1,0.0013232773257550435
PUF60,0.0013213437757076463
MYBL2,0.0013167171987515758
AGTR1,0.0013144214737258154
SYT1,0.0013126592755725141
CHAD,0.0013126232545255334
GLUD1,0.0013062685278964637
CPD,0.0013040957431439892
PSMA6,0.001301935458686785
HTRA1,0.0013017058509683466
OSBPL8,0.0013005145707938937
EIF4EBP1,0.0013004297676707211
GDI2,0.0012969980870531116
CSTB,0.0012968395185816916
CHPF,0.001296809312439109
C17orf28,0.001295302117096071
IGSF3,0.0012942442437270075
WASF2,0.001292702001883299
TSC22D1,0.0012917205375197226
CSDE1,0.001290500183022232
MCAM,0.0012898228359517817
HIF1A,0.0012888355454924749
PARP10,0.001283484231944385
TALDO1,0.0012806201053899714
VAMP8,0.0012797993107960793
RTN4,0.0012756602309309528
BAT2L1,0.0012735438734807758
BMI1,0.0012734720082153218
MEST,0.0012677804024679063
TSPAN1,0.0012627930006692623
IGFBP7,0.001260055503116746
MIA3,0.0012590196322025803
LAMA4,0.0012580567346458338
WIPF2,0.0012563057852821658
NRIP1,0.0012553030982417114
TGM2,0.0012536293321971925
CLIC4,0.0012527930476062465
MUC2,0.0012522660631657345
NRIP3,0.0012508797384452918
TMEM176B,0.0012480217957363494
DHCR7,0.0012479009730577673
EGLN2,0.001247791963724012
BTG1,0.0012458869447618782
GRB7,0.0012454539088503226
ANXA1,0.0012432524842006388
CCT7,0.0012432485126464598
MAP1B,0.0012414480125517002
HTRA3,0.001240828883442191
RALY,0.0012401566264452412
IFIT2,0.0012385539356353093
GSPT1,0.0012380470786592923
CYP4B1,0.001233522162101508
SLC2A10,0.0012326301501161651
SLC44A4,0.0012284189718138805
PPP3CA,0.0012275560366833815
ALCAM,0.0012257204725347037
SMOC2,0.001225229129993295
ST6GAL1,0.0012223612393790972
ABCC5,0.0012220472866556519
CAND1,0.0012170971685816312
TNFAIP2,0.0012132824352011084
CCT5,0.0012103056093383203
TMC5,0.001209751111418882
ISG15,0.0012072958869612195
SUSD2,0.0012050320787602687
BACE2,0.0012050296398774662
ARPC5,0.0012029927598996438
GBP2,0.0012009158149521681
CSN3,0.0012004733651519927
UQCRB,0.0012002771044444672
ARPC2,0.001199837750318693
DEK,0.0011982384789189383
KDELR2,0.0011957436198281356
PIGR,0.0011923023365943664
ARHGEF12,0.0011907931594896581
TAGLN2,0.0011903506382077466
ARHGAP32,0.0011902247682155575
MYL9,0.0011880607544168243
ADIPOR1,0.0011873446322988458
GNAI2,0.001187119493743012
RPN2,0.001185357626827681
PARP9,0.0011851108103059006
CAPN1,0.00117999561584611
AUTS2,0.0011793062875312898
PLEKHF2,0.001179128350161136
FKBP9,0.0011785596015761257
ADCY1,0.0011775525019220368
NFIX,0.0011746106374550891
ATP6V0C,0.0011709109079765768
ASS1,0.0011707667666905764
ECM1,0.001170538925848632
TAP2,0.0011700355679158747
PRDX5,0.0011680531800993777
SH3BGRL,0.001166721115259861
SYT7,0.001166685482066896
PSMD8,0.0011657107072642248
TUBA1C,0.0011642857681727038
RPL23A,0.0011636278773949015
CCT2,0.0011626683808026428
CLSTN1,0.0011608964644801744
SLC5A6,0.0011600275309115204
EGLN3,0.0011574476877572694
ARPC1B,0.001157051877662525
VCL,0.0011561507812257333
LRBA,0.0011519005194531929
ECE1,0.0011514740026541403
RBM39,0.0011511135993259813
LRIG1,0.0011488233987620334
INSIG1,0.0011485703096150246
ZFP36,0.0011483559490807237
IGJ,0.0011474408590220265
PRCP,0.0011462632327538813
SORD,0.0011456621045726934
CLDN4,0.0011455445814715403
ADIPOR2,0.0011406428552322722
CRIM1,0.0011404356921866565
ARFGEF2,0.00113956369985317
ARF4,0.0011351033023458967
SSR1,0.0011330020881177916
COL4A2,0.0011322387457880722
NDST1,0.0011313584763729522
RPL34,0.0011288501330801637
BSG,0.0011276770787071655
PSMB4,0.001126178051313218
ILF2,0.0011259677930866019
IFI30,0.00112459645076342
IQGAP1,0.0011228587121263445
MYL6,0.001121761258400511
AKAP9,0.0011207733585979441
DNAJA1,0.0011192371646939136
SLC44A1,0.0011177238148229662
ST13,0.0011154786949759909
MME,0.0011150133700903097
AKT1,0.00111500007154973
SPON1,0.0011140332308059442
EIF3I,0.0011105363348679021
IFI16,0.0011092363216812374
CUTA,0.001108282432045371
VAV3,0.0011048270036076247
ABCA3,0.0011027774191643403
ATP8B1,0.0011003200398539547
LMAN1,0.0011001021305855829
LRP5,0.0011000242793670623
HLA-H,0.0010991478453524905
DNAJC1,0.001097320198205125
SOD1,0.0010972232036488094
ETV6,0.001096703788178388
SREBF2,0.0010951099301291832
HSPG2,0.0010902569682912145
VAT1,0.0010897390362652004
GNB2,0.001089231984453818
TRIM29,0.0010875764648835683
PYCR1,0.0010870586450300835
F11R,0.0010857330045655545
COL4A1,0.0010847379815459135
KCNJ3,0.0010847167147403525
GFPT1,0.001082718153238602
ZNF24,0.0010821260334705585
PTHLH,0.001080642131419154
GHITM,0.0010805049728151062
LAPTM4B,0.0010802903086369043
TFF1,0.0010781933609325734
DEGS1,0.0010766392268305935
DAG1,0.0010755391685495397
PRDX1,0.0010753751871152416
ALDH2,0.0010748446535762924
BUB3,0.0010744020410493249
LASS6,0.0010735060797014738
TUFM,0.0010733003178756916
SEC61G,0.0010731912865412597
CYB5R3,0.0010712714268311175
NUP210,0.0010710037564331287
HP1BP3,0.0010693441141029325
PLIN4,0.0010689258543970937
AHCYL1,0.0010682924897264456
GDAP1,0.0010674626834133961
PPT1,0.0010650080143352625
MAZ,0.0010643848346444428
CRABP1,0.0010599028758406348
GAA,0.0010589467413706188
HMGB3,0.0010582753148278812
PRPF8,0.0010563074951505768
ERGIC3,0.001055365271122355
TFDP1,0.0010532900252292166
TM9SF2,0.001052596054978494
TSPAN15,0.0010518966324070788
LMO4,0.001051645479637955
TGFBR3,0.0010505398893292295
PDK4,0.0010479712388814732
HUWE1,0.0010445570214869804
CHGB,0.001041914346789099
MLPH,0.0010411429729538214
RPS7,0.0010409005015571892
RHOBTB3,0.0010402869555400684
HMGN2,0.0010384075725232832
RNF187,0.001038017908472284
PPP2R1A,0.0010378649198855782
ILF3,0.0010378507308087138
TK1,0.001032753889921878
CALM3,0.0010313201760800438
MYST3,0.0010304550331647988
XRCC5,0.0010304498623372638
REEP6,0.0010283974507092352
ESYT2,0.0010265452260500752
RBBP8,0.0010262170556575257
HINT1,0.0010260486932361346
CDV3,0.0010259501976997854
ACTN1,0.0010258490393789544
CYP2A7,0.0010221236140205293
TPD52,0.0010210946846973456
EIF6,0.0010207906423784152
MTUS1,0.0010206622524094656
HIST1H2AC,0.0010205909952128423
AP2B1,0.0010205080241212272
ELF5,0.0010191525682762402
SEC31A,0.0010180036487872713
BHLHE40,0.0010178721173906525
VCAN,0.001016763326229011
ATN1,0.0010163856246799697
AARS,0.0010163818989622087
S100A13,0.0010150085161421884
PARP14,0.0010136344944839948
APOL6,0.0010126387177479047
SIPA1L2,0.0010092470793370012
LAPTM5,0.0010056897956769717
PRDX3,0.0010027270429418423
TMEM30A,0.0010009865644941128
ARF6,0.001000773929913521
FBP1,0.0009986813829317499
PSME2,0.000998611163613532
GLTSCR2,0.0009974382756308842
ITGB5,0.0009956028414308093
SEPT9,0.0009949425289642023
ATP1B3,0.0009912172002259467
LBP,0.0009884475909757383
FCGBP,0.0009875695604455359
TRIP12,0.000986659652662638
FOSB,0.0009857463570369872
TACC1,0.0009852395043708384
SLC25A5,0.0009829755113423743
COL5A3,0.0009829594291386457
TMC4,0.0009822764940327034
SEMA3C,0.0009804292565786454
ATP6AP1,0.0009803447160584256
FDPS,0.0009778922565055837
MBTPS1,0.0009771163766163226
MRPS30,0.0009756274019673583
SLC39A7,0.0009747081573368632
PTPRK,0.0009743234123379807
BZW1,0.0009710224633181497
NR2F2,0.0009703813643409376
NUFIP2,0.0009684028033984759
CHD3,0.0009675109673617044
ATAD2,0.0009673566268156719
XPOT,0.0009641167564041098
HMOX1,0.0009630455466094646
C1QB,0.0009590520414803905
WDR1,0.0009587768818710173
PRPF19,0.0009584224623540649
EMILIN1,0.0009543314221718901
S100A4,0.0009542955530014297
RPL12,0.0009492216232774808
APBB2,0.0009476482816899079
PDIA4,0.0009472685453511076
VTCN1,0.0009424857508565765
EIF2AK1,0.0009421334012859006
SERPINH1,0.0009417822613067983
EPAS1,0.0009393491775699658
SPTBN1,0.000937562721392169
POLDIP2,0.0009375155953694048
CENPF,0.000935501551030029
C1orf43,0.000933238419238478
ENPP1,0.0009325515289310715
ELP2,0.000929436971891846
EDEM3,0.0009282318820032742
KIAA0040,0.0009261563419204322
PODXL,0.0009253884063082297
DYNC1H1,0.0009239242533840297
HSPH1,0.000921922550496106
SUMF2,0.0009210152427476714
ARL6IP4,0.0009192331382337215
WWP1,0.0009188736617397808
RAB6A,0.0009161396567151314
MUC5B,0.0009155331791544086
RPL38,0.000914447024583751
PRDX6,0.0009105713045209996
RAB11A,0.0009105179501534621
TPM4,0.0009086594568861983
VEGFA,0.0009086523178302741
ITPR1,0.000907952469092379
CAPNS1,0.0009079127691211397
KRT13,0.0009072865480266046
KIAA0196,0.000903722327630021
HMGCS2,0.0009000821129393444
C20orf3,0.0008985076166345607
TRIB1,0.0008973235182565987
SELL,0.0008953964037755213
SOX4,0.0008919909602502685
SERPINB5,0.0008919547715049703
RHOB,0.0008917359177758044
PGD,0.0008911716542570503
FKBP8,0.0008905020011070519
MRC2,0.000889888207752847
CPNE1,0.0008887942251476488
PCSK6,0.0008879562632137095
HMGB1,0.000886995686469163
NOMO1,0.0008859139968535601
MAP4,0.0008858104954379087
KIT,0.0008855970780859934
GABRP,0.0008845959456357377
MUC16,0.0008840607519596234
GTF2I,0.0008824294390615251
UBE2L6,0.000881991191540692
CST3,0.0008779231315929792
GAB2,0.0008759545038810756
CALML3,0.0008752238595610606
HNRNPA3,0.00087351382471752
ITGAV,0.0008709508761285178
CXCL12,0.0008699905663524987
RPSAP58,0.0008678794141496837
TSPAN13,0.0008676433450818876
FXYD5,0.0008671571337799833
ITGA11,0.000866588761064122
SFN,0.0008655319731542477
HLA-F,0.000864899482085093
EGFR,0.0008617854357726173
GPX3,0.000861301938739416
NPEPPS,0.0008581020967022824
NME1,0.0008573062476989434
SEC61A1,0.0008569732167438815
HMGN1,0.0008555969058170376
PPDPF,0.0008551313724456122
STOM,0.0008544818488712735
ARNT2,0.0008535245629354904
CXCL10,0.0008534853186802138
FGFR2,0.000852574958189507
PA2G4,0.0008524055943962594
EIF2S3,0.0008478206142535782
SELENBP1,0.0008453358023552938
WFDC2,0.0008441346949344287
RBP1,0.0008429710952259484
SERPING1,0.0008423484968147932
SEMA4C,0.0008418123786032083
RRBP1,0.0008417341764925367
LTBP1,0.0008394877423597791
TM9SF3,0.0008375974940781816
PLXNB2,0.0008351326807701298
KLK5,0.0008306581139549962
USP22,0.0008302593309417717
LMNA,0.0008292843817253016
IFI44L,0.0008279150204543839
ANXA2P2,0.0008279112807133515
KDM2A,0.0008234161266045704
FLII,0.0008223745316036002
ITGA3,0.0008214019042770815
CYBA,0.0008201731309532079
PMP22,0.0008179538367949135
HIST1H2BK,0.0008166475750249446
LYPD3,0.0008153039335593348
HN1L,0.0008144747453144418
TTLL12,0.0008143097834317814
FLOT2,0.0008141559982686885
CCDC117,0.0008140532985646587
DERL1,0.0008123609673384635
ABAT,0.0008123356932355819
SMARCA4,0.00081171667957733
CASD1,0.0008099552199746541
TAX1BP1,0.0008096684899646789
EIF4B,0.0008083776194871461
CCDC74A,0.0008053582362117595
EEF1B2,0.0008046306529467984
DUSP1,0.0008044218702593752
C10orf18,0.0008038629839029455
GPC1,0.0008022108834848041
SERPINA5,0.0008015645742284505
GLO1,0.0008013319083357829
C8orf4,0.0007985593079683895
YME1L1,0.0007917617950533895
CTHRC1,0.0007915253238252262
CCDC47,0.0007909958513300807
TXNDC5,0.000788768492266172
CDK2AP1,0.0007872645218526486
TXN,0.0007865875856930415
CHCHD2,0.0007856175555866684
APOA1BP,0.0007853435298147815
SNHG6,0.0007847099800483193
TSPAN3,0.0007843542953150973
ZNF238,0.0007833302564097266
PLA2G16,0.0007816483842725575
EIF4A2,0.0007781452163180803
EMP1,0.0007777159832767211
SKP1,0.0007753248225981224
CSDA,0.0007628576533170417
EFHD1,0.0007625528155222128
NDRG2,0.0007592048918559158
SRPR,0.0007579520211629643
LAMA5,0.0007578754594214842
SF3B2,0.0007568815653939964
CNTNAP2,0.0007560953535926273
PABPC4,0.0007558425939532754
KIF5B,0.0007548019909700088
KLHDC7B,0.000753851418139675
DNAJB1,0.0007522764794782688
SSR2,0.0007514123116379778
ALOX15B,0.0007503855921095237
DDX3X,0.0007496908481971332
SDC4,0.0007492411359271501
SYTL2,0.0007491863345785532
GPR56,0.0007485403496679055
TTC39A,0.0007484650221203992
CCT3,0.0007467123392143549
PXDN,0.0007454430830614456
CTNNA1,0.0007447995207530766
EIF3A,0.0007442377131792455
PCBP1,0.0007437896110241127
MT2A,0.0007417649358922063
KDM5B,0.0007407285626686643
RPL35,0.0007390783796205369
ITGB2,0.0007389050110759854
SEC14L2,0.0007384006588426928
KPNA2,0.0007360012195067611
STT3A,0.0007348848947276565
AQP3,0.0007345435700062808
EFEMP1,0.0007319345767575669
ZNF587,0.0007299234639049246
S100A16,0.0007285185260980143
IARS,0.0007277436500953627
FAM120A,0.0007268887352984165
SAA2,0.0007268712030236202
TMEM66,0.0007249822812445927
LRRC15,0.0007244049960081611
GLA,0.0007227472224985832
GOLGA4,0.0007218302404271526
PTGES3,0.0007217080621330751
TRAF4,0.0007214591433876194
DCAF7,0.0007204150999132252
BRD2,0.0007201333311422786
MEGF9,0.0007185761873915908
MUC6,0.0007184419231816718
TUBA1A,0.0007181984561202625
SLC25A39,0.0007152506442889716
NCL,0.0007147899561823579
ECH1,0.0007144478743293803
SEC62,0.0007139311850755803
PTOV1,0.0007124838155141333
ZMIZ1,0.0007110233582170622
PAM,0.0007104178490908452
NFE2L1,0.0007072870671026977
SFRS5,0.000707159226794829
PROSC,0.0007069829193460464
TYMP,0.0007069164266340522
FMOD,0.0007058766584123078
DST,0.0007054886209880351
CIB1,0.0007045661332972486
GSTM2,0.000703549950321758
TFRC,0.0007019227863067456
LAPTM4A,0.00070120875079283
TMEM45A,0.0007005529747948458
SPTAN1,0.0006950992674319423
COX8A,0.000694156989484327
ENSA,0.0006914940429487615
GP2,0.0006895390986937855
ADIPOQ,0.0006886994496358057
COMP,0.0006885439681309436
MYST4,0.0006878402913207538
MATR3,0.0006844889778039942
RPSA,0.0006815317334712745
TOMM6,0.0006803404832641035
MLEC,0.0006785789855530311
CDK5RAP3,0.0006769588654060498
EIF4EBP2,0.0006766067630883299
ITGB6,0.0006755375589273171
ATP6V0E1,0.0006702673273912296
MLLT6,0.0006688694244530779
ABCD3,0.000668293329217704
SSR3,0.0006679260503335626
RHOC,0.0006670558503356006
ARCN1,0.0006665088034424116
SMARCA2,0.0006660328313409991
SRP9,0.0006650045942387805
CYB5A,0.0006642550226024468
FSCN1,0.0006636639305361313
DMKN,0.0006610807144261343
ATF4,0.0006604782881947812
MAPKAPK2,0.0006592779587163022
VPS35,0.000658823371948074
RCN1,0.0006576748686256906
TCEAL4,0.0006530510983611748
MCCC2,0.0006527582004991928
MMP13,0.0006527180825378309
CILP,0.0006524989624040245
CAPS,0.0006493958835744706
ARHGDIB,0.000649230855146925
SLC29A1,0.0006490701321047255
CLDN3,0.000647124881761556
SRP14,0.0006452449092148527
PRKACB,0.0006448633690638416
OLFML3,0.0006426555948110035
MBOAT7,0.0006416184000408976
XPO1,0.0006414452450371755
NONO,0.000640870807783358
MCM4,0.00064046085629343
ALDH9A1,0.000638040477724644
RBM47,0.0006376101471505535
TFCP2L1,0.0006368124503205763
TKT,0.0006366896910549258
C10orf58,0.0006358616437591991
C1QC,0.0006353355848230535
SRCAP,0.0006351064274349483
KLK6,0.0006348433519906394
PTPLAD1,0.0006341429012616118
TSC22D3,0.0006337467074627056
UBA1,0.0006321250161704483
PIK3R3,0.000631050563978306
ENAH,0.0006309647917623806
TNS1,0.0006291555142888683
PPIF,0.0006274285647100441
LAD1,0.0006265804649092388
BPIL1,0.0006264488365195576
NBR1,0.0006246147845104133
ALDH3A2,0.00062270685473095
MYOF,0.0006218743563340467
SLC39A8,0.0006213345772994217
TPD52L2,0.0006172032578433573
CMTM6,0.0006171173856864698
ROD1,0.0006159522728285083
PIP4K2B,0.0006154405087545456
KIAA1429,0.0006153208170326252
BNIP3L,0.0006142154773192488
KITLG,0.0006139888925827109
RAP2C,0.0006135935527163384
ZYX,0.0006100799719376937
HIGD1A,0.0006098405875854951
ATP6V0B,0.0006097308168170911
SIAH2,0.0006093405892329429
AP2M1,0.0006084408724473179
CORO1B,0.0006075152187713684
NET1,0.0006068419388930124
MYH11,0.0006052275357433246
ZNF664,0.000602724223590485
PCSK1,0.0006001490628932515
CNBP,0.0005990079898595014
HNRNPC,0.0005977436427451722
UBE2V1,0.0005940125886036185
CP,0.0005929464276141516
DDX17,0.0005920777352594087
MED13,0.0005920234811901537
NRAS,0.0005914944886535522
APOL1,0.0005905360160750206
CTSA,0.0005904469363849785
MKL2,0.0005882149649551138
ACSL1,0.000588101738885598
SCGB2A1,0.0005873910578884534
JTB,0.0005851455049491961
CBX1,0.0005841739952302305
SLC34A2,0.0005840385313831576
TRH,0.0005838444762048311
EIF5,0.0005811591043948283
SERBP1,0.0005804928364159423
DHX40,0.0005804381393022595
DYNLL1,0.0005798280333874573
MKNK2,0.0005795524962468334
VCP,0.0005787030738406429
PYGL,0.000575449070254308
CSE1L,0.000572538681108199
VWA1,0.0005713191412542074
PAPSS2,0.0005691744903469953
RNF19A,0.0005689780215152496
EIF3E,0.0005678026421128379
AKR7A3,0.0005662058842631268
CCND2,0.0005646595976475055
DYNLRB1,0.0005645117392668908
CTTN,0.0005637852776726504
MMP7,0.0005619457964712637
AIM1,0.0005586024256581368
NCAN,0.0005573231387825217
MPZL1,0.0005559830887978024
COPB2,0.0005553735878653754
LUZP6,0.0005551683090102699
PHLDA1,0.0005548147219741395
RGS5,0.0005542542183366094
MLLT4,0.0005539509211439508
IARS2,0.0005525388804562681
LPCAT1,0.000552205283981948
C1QA,0.0005520855422764725
PSMA7,0.0005517005793726071
DDX58,0.0005515634783660061
NTN4,0.0005513947081789184
RIMS4,0.0005510558016055711
CHST1,0.000550210827459523
SEC63,0.0005496244992423271
CYP4Z1,0.0005487636140082942
SEMA4B,0.0005473700024958817
CD99,0.0005472699249548896
SNRPD2,0.0005468810036245486
TMX2,0.000546432677165285
FAM129A,0.0005456385427214627
CRISPLD1,0.0005448900576629967
RDH10,0.0005444000347370093
SYNCRIP,0.0005419226007734323
NELL2,0.0005406073846302206
ACADSB,0.0005405657333565727
JUND,0.0005404128636928362
PTGDS,0.0005396858759240785
PSMD2,0.0005394117117521091
TH1L,0.000539274836999084
RPS6KB1,0.0005384107334066357
PLXND1,0.0005372709811854293
OGN,0.0005363382751784229
COL17A1,0.0005332143701980385
MXRA8,0.0005326473736158732
DLG5,0.0005320454893899296
NAA50,0.0005313141438682578
PTPRC,0.000530931282619349
GPAA1,0.000530213346810342
SERHL2,0.000529596538262922
PCNA,0.000529215810253163
RAN,0.0005281577464302245
CCT8,0.0005278042667873706
DCXR,0.0005272889273578585
CLSTN3,0.0005259872227452434
GALNT7,0.0005249282033310009
GPX1,0.0005243404794623529
RPS15,0.0005238622244723956
NCAPD2,0.0005237755304642633
PSMC5,0.0005222156380091292
HLA-DQA1,0.000520603911267159
PMEPA1,0.0005199280923170591
CNN2,0.0005194527693458895
CBLN2,0.0005182198607832333
ATP2A2,0.000517014253182424
EIF3D,0.0005165713494170632
LYPLA1,0.0005162683050060935
IER2,0.000516211203948842
PDGFRA,0.0005161153254539386
PLUNC,0.0005158648307201474
ATF3,0.0005153837404577643
SUSD3,0.0005139201949941707
TPX2,0.0005135898480796186
SCG2,0.0005122607467774287
MYO1B,0.000511567825496968
EFNA1,0.0005110292374570235
OAS1,0.0005108743290657003
TGOLN2,0.0005105121288168002
TNKS1BP1,0.0005103903251779229
FKBP5,0.000509989382329934
GBAS,0.0005093915175666552
MYO10,0.0005092723480447603
REPS2,0.0005084219149102864
UQCRQ,0.0005077053324112058
RABEP1,0.0005074092209508763
RANGAP1,0.0005068275584517323
CDC42EP1,0.0005059683302260964
C19orf63,0.0005042881170572855
ITPR2,0.0005040648136855452
ARHGDIA,0.0005038801304954177
PRDX2,0.0005035386228951211
HIST1H1C,0.0005033354813110691
CBX5,0.000503064879970907
DCAF10,0.0005006066732676118
EPHB4,0.0005002960253526112
CAPZB,0.0004999032382465885
SDC2,0.0004992335320957863
TUG1,0.0004981331820738433
CALM1,0.0004976456408530794
RSL1D1,0.0004974279679299798
MGST1,0.0004958336221898207
IRAK1,0.000495221687438061
USP32,0.0004950021753461442
FAM83H,0.0004938890381254168
STRAP,0.0004926328779993128
TF,0.0004916448356470937
TTYH3,0.0004910990942425997
ADH1B,0.0004908085511624449
PGAP3,0.00048804902274810044
CEL,0.00048709858553543485
ABLIM1,0.00048686547158467876
PEG3,0.0004859238287849621
HIST2H2BE,0.00048527964998470454
TGFBR1,0.00048496482739210475
CDC42SE1,0.00048449425459693883
TP53INP1,0.000484068664309234
VPS28,0.0004835710195015963
GDI1,0.00048278939782449016
YWHAH,0.00048272162113562446
KIAA1522,0.0004788625945241165
GGCT,0.0004773950400999638
TNRC18,0.00047490614045727855
ZNFX1,0.0004748047745603401
BPTF,0.0004746774594082126
CKAP4,0.0004739724850605853
PCOLCE,0.0004727949278269961
CCDC6,0.00047076398577544865
TRPA1,0.0004707437437355111
RANBP2,0.00047042611922165634
HMGB2,0.0004695699591866287
GSTP1,0.0004693253422374255
CHIT1,0.00046791926823061655
CD163,0.00046751130917300544
MED24,0.0004647141627856399
PTGFRN,0.00046415065950441205
IPO5,0.0004625190293802461
DAZAP2,0.000462416025528114
S100P,0.00046095172446314336
GLT25D1,0.00045971717999918835
G6PD,0.00045949055768687683
HMGA1,0.00045899787296889373
CHI3L1,0.00045896112024593097
CLDN1,0.00045704196984843294
REEP5,0.0004561139422071392
EIF5B,0.0004560170718104928
SEPT2,0.0004557347130821654
PRSS8,0.0004549327549466398
AIMP1,0.00045045386941637843
KLK11,0.0004501245250071406
P4HA1,0.00044955527979198
GUK1,0.0004479025491673383
TEX2,0.00044723930092914086
GSTM1,0.0004464713865053227
ZC3H11A,0.00044603515150527074
PLD3,0.0004457295317274657
CAV1,0.00044414009792490103
ABCC11,0.0004439253757072947
VDAC1,0.0004439109081181414
TMED3,0.00044356537391422536
SEC16A,0.00044287604846886096
CNN3,0.0004418799913946714
DIO2,0.0004403770125941264
HSPA1B,0.0004403235996392141
PAICS,0.000439454555271368
TMED9,0.0004384526193393867
HECTD1,0.0004382960928523971
TP53I11,0.0004366341561155451
IGF2R,0.00043579883404078147
LRP10,0.00043578686761975405
HEBP1,0.0004357566739471963
UBR5,0.0004346359770215713
PRKRIR,0.00043103620282636257
ALDH18A1,0.00043023642502703296
TSPO,0.00042875968220869255
GTF3A,0.00042859242238506566
HSPA2,0.0004277164474996198
ACACA,0.0004260043509771094
NDUFS5,0.00042578375448101727
VDAC3,0.00042518920291684026
CDC42EP4,0.0004230852635350857
GOT2,0.00042301299271116474
ENG,0.0004226208454247171
AZIN1,0.0004222213961111265
FAM129B,0.00042137572921092215
GUSB,0.0004213393156805978
PRELP,0.00042100088706547467
PNPLA2,0.0004185332203314829
CREB3L2,0.0004184828716802258
VSTM2A,0.0004182936796496506
DCD,0.0004175209990262374
MS4A7,0.0004162943554877074
SF3B3,0.0004155603913386585
FHL2,0.000414980583373108
GBP1,0.00041417000383262346
FGB,0.00041359407998243114
LAMB1,0.0004120149574248444
ATHL1,0.00041025463998266786
PRKAR1A,0.0004090209183073057
CLNS1A,0.0004085140829533884
NCOR2,0.00040811608801277543
RPL18A,0.0004067901683902164
FDFT1,0.00040659385122125967
EFCAB4A,0.0004065661067397741
PRAME,0.0004046069261265117
EEF1A2,0.0004045067734125496
CNDP2,0.0004031199765404381
KDM4B,0.00040206806488185976
C20orf114,0.0004019337443151017
PLP2,0.00040164437143857867
COTL1,0.00040116477398214554
ACP5,0.0004002950617962142
CD109,0.00039979470053410184
CISD3,0.0003995222377750451
F13A1,0.00039893038857940154
PKP1,0.0003982608823389455
TANC2,0.0003981282031736555
CHD4,0.0003974365515620093
PLVAP,0.0003967208360290897
KRT16,0.00039535513379178154
CYC1,0.00039484211963497273
AGPAT6,0.0003937845699556419
ACSL3,0.0003926142817999789
DDOST,0.0003924471712889499
CTSF,0.0003918771090229711
SUN2,0.0003917455786769608
NTRK2,0.00039140500102007535
SEPHS2,0.0003913869196003361
FAM107B,0.0003905552372816601
SLC4A7,0.0003904569923179224
MYO1D,0.00038992158502196614
SIK1,0.00038838436286383173
FBLN5,0.00038566103040693633
PDZK1,0.0003841044645241709
IFITM2,0.0003835269496971705
PHB2,0.0003798686071604607
WBP11,0.0003789081354943846
STAC2,0.00037845084966647846
ITM2C,0.00037705328773881777
SON,0.0003762932509175698
HDLBP,0.0003758896540398382
C1orf9,0.00037530147691768436
APPBP2,0.00037521624801229337
MDM2,0.000374902942726294
ASH2L,0.00037197620177494174
CAPN6,0.000371228497933771
CPT1A,0.00036923542837030254
SORL1,0.00036920003892504383
MAN1A1,0.000368456624692044
HPX,0.0003682554270289984
PPFIA1,0.0003676388030999078
MICAL2,0.00036699389159494444
TMEM64,0.00036641588412749114
ADNP,0.00036612277282984
ITPR3,0.0003637374880781863
PSME4,0.00036360667649205426
GPC3,0.000363454777689185
SERHL,0.00036173071622215504
ATP5C1,0.0003613881562705501
MCM7,0.00036101902754580805
NES,0.00036000574107674765
PAK4,0.0003587173216510564
PCMTD1,0.0003585762066234111
CDH11,0.00035837357105620525
RCC2,0.0003567612004712828
STIP1,0.0003567559940893261
ARF5,0.00035514170801207
BCL2,0.00035393064125742056
IFIT1,0.00035240165366587914
ARL6IP5,0.0003519651019992409
UBE2Z,0.00035175441922774553
SYNE2,0.0003513855054825399
ITGA5,0.00035050413325791394
EIF3B,0.00034929773916474004
CD52,0.000348573594866366
MMP1,0.0003472057866656542
LGMN,0.0003458640235930943
CD276,0.00034513477970904205
TBX3,0.00034480327557844247
RARA,0.00034418648768678393
DDR1,0.00034392358752086236
LTBP3,0.0003439014373452665
IL2RB,0.0003435147183063236
CCT6A,0.00034092106370735563
EPHX1,0.00034092032002575935
NCKAP1,0.00034064342101373766
EIF3M,0.0003399804147124996
CLDN7,0.0003394092241495628
UBAP2L,0.00033805126534048214
TMEM49,0.00033790988256441777
COL16A1,0.00033723085894052927
IGSF1,0.0003371674528546009
FOXP4,0.00033714743100176747
ARFGEF1,0.0003355068876135192
DAP,0.00033435758608646893
SNRNP70,0.0003341554648068268
C19orf2,0.0003337018901720512
EPHB3,0.0003332584118447812
POLR2A,0.00033312492438881237
HM13,0.0003326708254917321
COX6B1,0.00033261033457165467
OAS3,0.00033218902154203534
PAPSS1,0.0003317232624522148
OLFML2B,0.0003309211854867478
PTGES,0.0003307353124284873
MGLL,0.0003303242545911189
AKR1C2,0.00032955698976365965
PPP1CA,0.0003263011910712521
FAM102A,0.00032519078224140684
C6orf15,0.0003250981354631222
ELOVL2,0.0003243498242682108
LMAN2,0.0003239984274864582
HIST2H2AA3,0.0003237356517479384
SMC1A,0.00032360905969653687
BANF1,0.0003223079931959205
MSLN,0.00032182959184865465
SNHG5,0.0003192661864454749
H2AFY,0.0003189631077077593
SAA1,0.0003186241781747867
ANKH,0.00031749799334193087
