Gene,SHAP_Importance
KCTD3,0.002646821591245043
SRRM2,0.0026455406729837703
RPL37A,0.0026389723234524353
CASC3,0.0026352948759267745
ATP5B,0.0026326982204227536
MSL1,0.0026281278589158318
COPZ1,0.00262410845116392
FSTL1,0.0026210224086571543
RPLP1,0.002617528129821949
ANXA6,0.002612244851716241
NARS,0.0026108721501805123
MED13L,0.0026098632919456578
GTF2IP1,0.002604672984452918
PRLR,0.002590043146701646
CYP2A6,0.0025841715176647996
ATP9A,0.002575738622224435
TPM2,0.002572534748042017
DPYSL3,0.002553328227131715
MDK,0.002553201863920549
HSPD1,0.0025529071076641685
PSMD3,0.002548285762750311
ANXA5,0.002547906820947503
HNRNPF,0.002525240814939025
ANO1,0.0025239623816742094
ATP2B4,0.0025227924215141685
FADS2,0.002519503916919348
LAMB2,0.002518135634709324
EEF1A1P9,0.0025064634191767255
CARTPT,0.0025025109572470684
SLC3A2,0.0025018237713993587
PDGFRB,0.0025010026674044637
FUS,0.002495416847523302
YWHAE,0.002489303508955345
IL32,0.002456164905579499
C1orf21,0.00244976307172692
PARP1,0.0024487192928791045
DBI,0.002448299780371599
CRYAB,0.0024445380725228462
DDHD2,0.0024426867265265172
GFRA1,0.0024381538861598527
GAS6,0.0024335658424752184
MDH2,0.0024300925191164426
SPP1,0.002429055099346442
ITGA6,0.0024235104370427508
COL2A1,0.0024180933521142835
PDLIM5,0.0024168754098309363
TPRG1,0.002402062796991231
SSRP1,0.002397026886446838
FBN1,0.0023953663841257368
SOX9,0.00239395702157708
THY1,0.002385585607844405
MYO6,0.002380814541611471
LAMP1,0.0023804048812598923
KRT23,0.0023696759575250327
ARL6IP1,0.0023649738879612412
CAST,0.002363198675782314
ANPEP,0.0023527379110601034
SUPT6H,0.0023401011540227046
S100A8,0.00230752305180431
MAP4K4,0.0023065032796148444
CANT1,0.0023044742953788953
SCCPDH,0.0022933023340465297
FAM128B,0.002290738244532804
LAMA3,0.0022831210897129497
SLC44A2,0.002281870477690973
EEF1D,0.0022771878939443014
B4GALT1,0.00227648199498617
STARD10,0.002272981963469647
COL18A1,0.002272222835381399
AHCY,0.002272132547223009
CFL1,0.0022721063693734323
ITPRIPL2,0.0022688967861176934
PKN1,0.0022558793206189877
RARRES1,0.00225324026308499
RPL5,0.002253160804993968
TMEM47,0.002252250786186778
SCARB2,0.002249312096337235
SCRN1,0.0022486639806265883
PTP4A2,0.002245432733634516
LCP1,0.0022335823488356253
CTDSP2,0.0022272617493399594
PCBP2,0.002224680406470725
CD36,0.002218650200366028
HLA-DRB1,0.0022161428837353015
SLC2A1,0.0022156055564391862
S100A10,0.0022149525596978493
GRN,0.0022148316915991018
AGR3,0.0022103769234172433
TCP1,0.002204788667181674
PDXK,0.002203735722841884
MYL12A,0.0021913866955856065
SHROOM3,0.0021899240641005237
KRT14,0.0021896447259132402
ADAM15,0.002185782020496845
GPRC5A,0.0021852249982327976
JUNB,0.002182196683697839
COX4I1,0.0021808621294940166
RPL29,0.00218050220515579
NID1,0.002179848000196216
GSTM3,0.0021775966832501582
RPL27,0.0021763791287776257
C17orf37,0.0021715313831191453
MAP3K1,0.0021713871979409305
ITM2B,0.0021713489097612637
MYC,0.002169891678458953
ACADVL,0.0021676249675692816
AFF4,0.0021672460205445533
GOLGB1,0.002163479074913539
PLAT,0.0021545106931807824
KIAA0100,0.002154013167978519
MAPT,0.0021516287226404527
RAD21,0.00215091848080192
EIF3L,0.002149579749584518
NDUFC2,0.0021475030513465753
IMPDH2,0.0021472836743851075
RPS12,0.002141776278189127
PVRL2,0.002133401843170759
SF3B1,0.0021315617464460956
TC2N,0.0021305797522654757
BGN,0.0021275769936437428
PHB,0.0021208057439798724
FURIN,0.002120293281850536
ATP5H,0.0021194553499663017
CTSC,0.0021183768824266733
PSMB3,0.002117514413180288
CSRP1,0.002110416556679411
DPP7,0.002109209062627997
RUNX1,0.002107857586524915
COL8A2,0.002107521026764516
CAP1,0.002106520201768944
ST14,0.0021037773638363432
STK24,0.002100526613421607
RARRES3,0.0021001415584032657
GPI,0.0020999794819726958
HSP90AB1,0.00209701513973414
RPS9,0.002095227451191022
TCEB2,0.002093855207822344
SLC12A2,0.0020869922860219958
AES,0.0020803759254454236
SOCS3,0.002079183897039911
CREB3L1,0.0020677881587744195
CRAT,0.002066561481806275
UGDH,0.0020638384809899433
IL13RA1,0.0020626222085115844
RPL24,0.0020529750455898464
PRKCSH,0.0020526803757093147
SLC1A4,0.0020469309132749914
CBX3,0.0020426673308975296
SELM,0.002040382452969425
LDHA,0.0020402713605380996
RPS19,0.0020401536260396826
COX7C,0.0020368787307234017
S100A11,0.0020284312095245126
RPL31,0.002023385917636915
PARK7,0.002019564529764466
PFN1,0.002019513147897669
PICALM,0.0020158164735039463
SSR4,0.002012097681146088
C10orf116,0.002010664886693121
BCAS1,0.002005655958491843
PSAP,0.0020026906933276224
TMED10,0.001996360802950221
KIAA1467,0.0019956495397764227
GJB2,0.001986513149422535
MAOB,0.0019822361003025437
CD46,0.0019813608250387913
